Daily_Time_Spent_on_Site,Age,Area_Income,Daily_Internet_Usage,Ad_Topic_Line,Gender,Country,Timestamp,Clicked_on_Ad,Continent,Parent_Country,Hour,Day
69.88,34,34191.23,168.34,Cloned explicit middleware,Female,Turkmenistan,2016-03-11 00:05:00,0,Asia,Turkmenistan,00:00,Friday
76.79,34,34191.23,114.53,Cloned explicit middleware,Male,Equatorial Guinea,2016-03-11 00:05:00,0,Africa,Equatorial Guinea,00:00,Friday
55.6,24,52252.91,182.2,Synchronized systemic hierarchy,Female,Algeria,2016-05-31 02:17:00,0,Africa,Algeria,02:00,Tuesday
89.05,44,61428.18,140.95,Expanded radical software,Male,Turkey,2016-05-24 09:50:00,0,Asia,Turkey,09:00,Tuesday
69.86,33,63430.33,204.02,Diverse modular interface,Male,Niger,2016-02-09 05:28:00,0,Africa,Niger,05:00,Tuesday
76.27,55,64021.55,229.12,Configurable tertiary capability,Female,Belgium,2016-05-12 21:32:00,1,Europe,Belgium,21:00,Thursday
36.31,31,61840.26,207.17,Integrated client-server definition,Male,Bosnia and Herzegovina,2016-01-16 17:56:00,0,Europe,Bosnia and Herzegovina,17:00,Saturday
74.06,23,55121.65,217.37,Inverse local hub,Female,Gabon,2016-02-08 07:33:00,0,Africa,Gabon,07:00,Monday
62.26,32,69481.85,219.94,Front-line fresh-thinking open system,Male,Puerto Rico,2016-01-09 03:45:00,1,North America,Puerto Rico,03:00,Saturday
69.62,34,20592.99,203.84,Cloned explicit middleware,Male,Namibia,2016-03-11 00:05:00,0,Africa,Namibia,00:00,Friday
61.84,26,66291.67,131.68,Vision-oriented contextually-based extranet,Male,Albania,2016-07-05 18:59:00,1,Europe,Albania,18:00,Tuesday
84.73,30,50671.6,109.07,Fully-configurable foreground solution,Male,Bolivia,2016-04-27 04:28:00,1,South America,Bolivia,04:00,Wednesday
79.81,23,58953.01,236.87,Robust logistical utilization,Female,Czech Republic,2016-01-14 14:00:00,1,Europe,Czech Republic,14:00,Thursday
71.84,39,54755.71,161.16,Ergonomic methodical encoding,Male,Liechtenstein,2016-02-09 07:21:00,1,Europe,Liechtenstein,07:00,Tuesday
56.39,46,66291.67,229.12,Fully-configurable foreground solution,Male,Switzerland,2016-01-12 10:07:00,1,Europe,Switzerland,10:00,Tuesday
55.6,39,32549.95,115.26,Exclusive disintermediate task-force,Male,Belize,2016-02-06 23:08:00,1,North America,Belize,23:00,Saturday
51.24,36,29398.61,140.46,Versatile transitional monitoring,Female,Lao People's Democratic Republic,2016-01-05 11:53:00,1,Asia,Lao People's Democratic Republic,11:00,Tuesday
86.06,35,53898.89,143.79,Total cohesive moratorium,Male,Albania,2016-03-18 13:22:00,0,Europe,Albania,13:00,Friday
55.6,39,53012.94,137.63,Seamless cohesive conglomeration,Male,Belize,2016-01-03 16:01:00,1,North America,Belize,16:00,Sunday
89.0,44,57846.68,187.76,Robust uniform framework,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
37.0,31,64698.58,207.17,Phased hybrid superstructure,Female,Croatia,2016-01-17 15:10:00,0,Europe,Croatia,15:00,Sunday
65.77,34,34191.23,114.53,Team-oriented transitional methodology,Male,Equatorial Guinea,2016-02-27 08:52:00,1,Africa,Equatorial Guinea,08:00,Saturday
38.37,54,53188.69,192.85,Focused upward-trending core,Female,Australia,2016-01-01 05:31:00,1,Oceania,Australia,05:00,Friday
39.96,25,50506.44,202.18,Face-to-face analyzing encryption,Female,Bulgaria,2016-05-08 22:24:00,0,Europe,Bulgaria,22:00,Sunday
51.24,32,66744.65,219.94,Universal bi-directional extranet,Female,Fiji,2016-04-07 01:57:00,1,Oceania,Fiji,01:00,Thursday
68.88,42,60514.05,243.61,Innovative interactive portal,Male,United Kingdom,2016-04-06 11:24:00,1,Europe,United Kingdom,11:00,Wednesday
71.84,31,61840.26,207.17,Optional full-range projection,Male,Croatia,2016-04-08 22:40:00,0,Europe,Croatia,22:00,Friday
78.67,42,60514.05,236.87,Innovative interactive portal,Female,Bahrain,2016-04-06 11:24:00,0,Asia,Bahrain,11:00,Wednesday
72.23,30,57877.15,113.69,Managed 6thgeneration hierarchy,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
66.12,37,75180.2,217.37,Cross-group non-volatile secured line,Female,Australia,2016-02-29 19:26:00,0,Oceania,Australia,19:00,Monday
49.21,30,50671.6,113.69,User-centric attitude-oriented adapter,Male,Guinea,2016-04-27 04:28:00,1,Africa,Guinea,04:00,Wednesday
54.88,29,69646.35,200.71,Programmable uniform website,Female,Burundi,2016-06-12 21:21:00,0,Africa,Burundi,21:00,Sunday
81.75,22,64011.26,121.07,Digitized content-based circuit,Female,Spain,2016-07-03 04:11:00,0,Europe,Spain,04:00,Sunday
59.59,48,52736.33,157.04,Polarized tangible collaboration,Female,Hungary,2016-07-17 01:13:00,1,Europe,Hungary,01:00,Sunday
75.55,31,51739.63,110.66,De-engineered actuating hierarchy,Female,United Arab Emirates,2016-02-26 22:46:00,0,Asia,United Arab Emirates,22:00,Friday
51.87,38,45632.51,124.32,Streamlined homogeneous analyzer,Female,Eritrea,2016-04-04 20:01:00,1,Africa,Eritrea,20:00,Monday
55.6,35,73889.99,209.91,Total cohesive moratorium,Male,Mayotte,2016-04-07 15:18:00,1,Africa,Mayotte,15:00,Thursday
60.53,22,59422.47,227.53,Digitized content-based circuit,Female,Samoa,2016-04-10 19:48:00,0,Oceania,Samoa,19:00,Sunday
55.6,25,66873.9,202.61,Business-focused transitional solution,Male,Guernsey,2016-03-18 13:00:00,0,Europe,Guernsey,13:00,Friday
80.3,49,40763.13,195.69,Devolved responsive structure,Male,Afghanistan,2016-03-11 00:05:00,1,Asia,Afghanistan,00:00,Friday
47.48,29,53431.35,158.56,Phased zero-defect portal,Female,El Salvador,2016-05-03 16:02:00,1,North America,El Salvador,16:00,Tuesday
71.03,28,71222.4,217.37,Intuitive exuding service-desk,Female,Czech Republic,2016-02-29 23:56:00,0,Europe,Czech Republic,23:00,Monday
82.07,22,51920.49,121.07,Customizable modular Internet solution,Female,Cote d'Ivoire,2016-05-23 08:06:00,0,Africa,Ivory Coast,08:00,Monday
61.22,32,39132.64,178.92,Business-focused transitional solution,Male,Latvia,2016-01-09 03:45:00,0,Europe,Latvia,03:00,Saturday
55.6,24,52252.91,182.2,Proactive non-volatile encryption,Female,Lao People's Democratic Republic,2016-01-12 21:17:00,0,Asia,Lao People's Democratic Republic,21:00,Tuesday
80.47,38,57868.44,131.55,Pre-emptive content-based frame,Male,Finland,2016-04-22 02:07:00,1,Europe,Finland,02:00,Friday
63.26,38,62792.43,190.71,Centralized content-based focus group,Male,Niger,2016-07-08 03:47:00,0,Africa,Niger,03:00,Friday
59.22,49,45632.51,168.34,Up-sized bi-directional infrastructure,Female,Samoa,2016-03-11 00:05:00,0,Oceania,Samoa,00:00,Friday
55.6,35,22205.74,244.91,Front-line dynamic model,Male,Moldova,2016-07-19 18:06:00,0,Europe,Moldova,18:00,Tuesday
83.71,26,35521.88,131.68,Fully-configurable neutral open system,Female,Bangladesh,2016-06-03 04:51:00,1,Asia,Bangladesh,04:00,Friday
40.17,45,27241.11,110.66,Sharable reciprocal project,Male,Singapore,2016-06-16 02:01:00,0,Asia,Singapore,02:00,Thursday
83.71,44,64564.07,131.72,Reactive composite project,Male,United States Minor Outlying Islands,2016-03-14 14:13:00,1,North America,United States of America,14:00,Monday
86.06,35,73889.99,226.54,Total cohesive moratorium,Male,Western Sahara,2016-03-18 13:22:00,1,Africa,Western Sahara,13:00,Friday
78.7,51,74535.94,111.94,Front-line system-worthy flexibility,Male,Guernsey,2016-01-23 18:59:00,0,Europe,Guernsey,18:00,Saturday
81.75,29,69646.35,163.0,Persistent homogeneous framework,Male,Burkina Faso,2016-03-02 04:02:00,0,Africa,Burkina Faso,04:00,Wednesday
36.08,45,59610.81,223.16,Assimilated fault-tolerant hub,Male,Dominica,2016-05-18 03:19:00,0,North America,Dominica,03:00,Wednesday
40.47,39,42993.48,221.18,Total cohesive moratorium,Male,Sri Lanka,2016-03-18 13:22:00,0,Asia,Sri Lanka,13:00,Friday
44.73,31,54324.73,131.29,Pre-emptive value-added workforce,Male,Hong Kong,2016-06-29 13:35:00,1,Asia,Hong Kong,13:00,Wednesday
62.14,42,59243.46,143.13,Focused 3rdgeneration pricing structure,Male,Tanzania,2016-06-24 08:42:00,1,Africa,Tanzania,08:00,Friday
88.12,35,67132.46,120.63,Function-based optimizing protocol,Female,Congo,2016-03-04 14:10:00,0,Africa,Congo,14:00,Friday
54.39,38,71455.62,122.04,Virtual bandwidth-monitored initiative,Female,Western Sahara,2016-01-14 14:00:00,1,Africa,Western Sahara,14:00,Thursday
43.6,35,25603.93,236.87,Optional multi-state hardware,Female,Papua New Guinea,2016-07-18 01:36:00,0,Oceania,Papua New Guinea,01:00,Monday
40.19,42,62161.26,133.42,Multi-layered tangible portal,Female,Madagascar,2016-07-20 09:27:00,0,Africa,Madagascar,09:00,Wednesday
81.98,34,59785.94,168.34,Function-based incremental standardization,Female,Brunei Darussalam,2016-01-14 14:00:00,0,Asia,Brunei Darussalam,14:00,Thursday
51.87,35,53898.89,119.2,Persevering reciprocal firmware,Male,Jersey,2016-04-24 13:42:00,1,Europe,Jersey,13:00,Sunday
66.08,52,58966.22,157.04,Synchronized multi-tasking ability,Female,Greece,2016-01-05 16:26:00,1,Europe,Greece,16:00,Tuesday
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,Male,Australia,2016-04-04 20:01:00,1,Oceania,Australia,20:00,Monday
48.03,40,62669.59,221.98,Synergized coherent interface,Male,Bosnia and Herzegovina,2016-03-18 13:00:00,1,Europe,Bosnia and Herzegovina,13:00,Friday
67.56,36,32549.95,109.07,Enterprise-wide tangible model,Male,Korea,2016-07-20 01:56:00,1,Asia,South Korea,01:00,Wednesday
44.33,32,52252.91,233.04,Profound maximized workforce,Female,Saudi Arabia,2016-05-07 17:11:00,1,Asia,Saudi Arabia,17:00,Saturday
41.73,31,59886.58,183.85,Integrated client-server definition,Male,Czech Republic,2016-04-15 14:45:00,1,Europe,Czech Republic,14:00,Friday
38.37,54,40468.53,240.63,Automated stable help-desk,Female,Czech Republic,2016-05-31 09:06:00,1,Europe,Czech Republic,09:00,Tuesday
65.77,23,25739.09,172.81,Phased clear-thinking encoding,Female,China,2016-05-19 14:30:00,1,Asia,China,14:00,Thursday
45.99,51,74535.94,188.56,Extended context-sensitive monitoring,Male,United Kingdom,2016-05-27 18:45:00,0,Europe,United Kingdom,18:00,Friday
39.96,26,58363.12,190.17,Persistent even-keeled application,Female,Saint Pierre and Miquelon,2016-02-26 22:46:00,0,North America,Saint Pierre and Miquelon,22:00,Friday
41.73,31,52011.0,207.17,Balanced empowering success,Female,Singapore,2016-06-21 14:32:00,0,Asia,Singapore,14:00,Tuesday
89.05,41,59243.46,126.39,Synergistic reciprocal attitude,Male,Tanzania,2016-05-13 11:57:00,1,Africa,Tanzania,11:00,Friday
39.96,45,31092.93,138.71,Enhanced homogeneous moderator,Male,Ukraine,2016-03-05 12:03:00,1,Europe,Ukraine,12:00,Saturday
41.89,31,57739.03,240.64,Business-focused real-time toolset,Male,Hong Kong,2016-01-26 02:47:00,0,Asia,Hong Kong,02:00,Tuesday
78.7,33,43974.49,159.77,Compatible composite project,Female,Brazil,2016-05-12 21:32:00,1,South America,Brazil,21:00,Thursday
38.37,36,59240.24,222.25,Front-line bandwidth-monitored capacity,Male,Netherlands Antilles,2016-05-23 00:32:00,0,North America,Netherlands,00:00,Monday
46.31,31,61840.26,207.17,Optional full-range projection,Male,Bosnia and Herzegovina,2016-04-05 05:54:00,0,Europe,Bosnia and Herzegovina,05:00,Tuesday
51.24,36,76003.47,140.46,Total 5thgeneration standardization,Female,Denmark,2016-02-17 20:22:00,1,Europe,Denmark,20:00,Wednesday
65.77,34,59785.94,204.22,Function-based incremental standardization,Female,Turkmenistan,2016-02-27 08:52:00,0,Asia,Turkmenistan,08:00,Saturday
55.6,24,52252.91,182.2,Profound optimizing utilization,Female,Algeria,2016-03-18 13:22:00,0,Africa,Algeria,13:00,Friday
83.67,44,64564.07,140.95,Synergistic reciprocal attitude,Male,Poland,2016-03-14 14:13:00,1,Europe,Poland,14:00,Monday
70.58,27,14548.06,190.17,Customer-focused incremental system engine,Female,Antigua and Barbuda,2016-02-27 12:34:00,1,North America,Antigua and Barbuda,12:00,Saturday
59.22,40,66873.9,167.22,Sharable reciprocal project,Male,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
71.84,31,59886.58,240.64,Realigned tangible collaboration,Male,Bosnia and Herzegovina,2016-05-10 07:22:00,0,Europe,Bosnia and Herzegovina,07:00,Tuesday
56.39,55,54286.1,193.29,Configurable tertiary capability,Female,Australia,2016-04-06 14:16:00,1,Oceania,Australia,14:00,Wednesday
79.54,41,50671.6,234.26,Synergistic reciprocal attitude,Male,Turkey,2016-05-31 23:42:00,1,Asia,Turkey,23:00,Tuesday
62.42,29,69646.35,136.18,Synergized coherent interface,Male,Turks and Caicos Islands,2016-03-26 19:54:00,0,North America,Turks and Caicos Islands,19:00,Saturday
80.47,38,57868.44,122.04,Vision-oriented attitude-oriented Internet solution,Male,Saint Vincent and the Grenadines,2016-05-19 14:30:00,1,North America,Saint Vincent and the Grenadines,14:00,Thursday
65.77,34,34191.23,168.34,Cloned explicit middleware,Male,Norfolk Island,2016-03-04 10:13:00,1,Oceania,Norfolk Island,10:00,Friday
66.08,33,77988.71,190.71,Diverse modular interface,Male,Niger,2016-02-09 05:28:00,0,Africa,Niger,05:00,Tuesday
67.85,49,39031.89,195.69,Streamlined homogeneous analyzer,Male,Netherlands,2016-04-04 20:01:00,1,Europe,Netherlands,20:00,Monday
39.96,45,31092.93,124.67,Secured 24hour policy,Female,Taiwan,2016-03-05 12:03:00,1,Asia,Taiwan,12:00,Saturday
46.61,31,75044.35,174.88,Stand-alone radical throughput,Female,Micronesia,2016-04-12 03:26:00,1,Oceania,Micronesia,03:00,Tuesday
43.49,37,23936.86,158.56,Managed client-server access,Male,Australia,2016-01-14 00:23:00,1,Oceania,Australia,00:00,Thursday
89.05,38,57868.44,130.83,Pre-emptive content-based frame,Male,Western Sahara,2016-04-22 02:07:00,1,Africa,Western Sahara,02:00,Friday
55.6,24,61601.05,178.92,Realigned content-based leverage,Male,Somalia,2016-03-18 13:22:00,0,Africa,Somalia,13:00,Friday
75.55,36,59240.24,140.46,Multi-layered fresh-thinking neural-net,Female,Spain,2016-02-26 19:48:00,0,Europe,Spain,19:00,Friday
88.04,41,57846.68,126.39,Optional multi-state hardware,Female,El Salvador,2016-04-15 15:07:00,1,North America,El Salvador,15:00,Friday
57.24,43,41097.17,157.04,Reverse-engineered maximized focus group,Female,Bangladesh,2016-04-25 21:15:00,1,Asia,Bangladesh,21:00,Monday
55.6,39,65953.76,255.61,Total cohesive moratorium,Male,Somalia,2016-01-26 02:47:00,0,Africa,Somalia,02:00,Tuesday
55.6,24,52252.91,167.22,Pre-emptive systematic budgetary management,Female,Algeria,2016-03-23 12:53:00,1,Africa,Algeria,12:00,Wednesday
80.3,52,45632.51,186.37,Self-enabling local strategy,Female,Eritrea,2016-07-19 08:32:00,1,Africa,Eritrea,08:00,Tuesday
59.59,55,57868.44,187.76,Polarized tangible collaboration,Female,Netherlands,2016-04-21 09:30:00,1,Europe,Netherlands,09:00,Thursday
40.47,46,69646.35,193.29,Extended analyzing emulation,Male,Fiji,2016-01-22 12:58:00,0,Oceania,Fiji,12:00,Friday
40.01,38,57868.44,170.13,Customizable homogeneous contingency,Male,Western Sahara,2016-04-22 02:07:00,1,Africa,Western Sahara,02:00,Friday
72.23,36,59240.24,140.46,Multi-layered fresh-thinking neural-net,Female,Spain,2016-07-03 04:11:00,0,Europe,Spain,04:00,Sunday
86.06,35,73889.99,158.29,De-engineered attitude-oriented projection,Male,Guernsey,2016-03-18 13:00:00,0,Europe,Guernsey,13:00,Friday
71.14,41,39799.73,171.23,Business-focused real-time toolset,Female,Qatar,2016-07-05 20:16:00,0,Asia,Qatar,20:00,Tuesday
82.07,22,31215.88,121.07,Progressive 24/7 definition,Female,Qatar,2016-01-12 03:28:00,0,Asia,Qatar,03:00,Tuesday
69.96,31,35684.82,152.94,Phased hybrid superstructure,Female,Eritrea,2016-01-23 17:39:00,1,Africa,Eritrea,17:00,Saturday
47.64,49,45632.51,113.8,Streamlined homogeneous analyzer,Female,Netherlands,2016-04-04 20:01:00,1,Europe,Netherlands,20:00,Monday
65.59,37,23936.86,158.56,Cloned object-oriented benchmark,Female,Moldova,2016-05-08 22:24:00,1,Europe,Moldova,22:00,Sunday
65.65,40,74535.94,120.37,Inverse local hub,Female,Cameroon,2016-01-17 18:45:00,0,Africa,Cameroon,18:00,Sunday
46.61,33,43974.49,196.77,Expanded modular application,Female,Hungary,2016-05-12 21:32:00,1,Europe,Hungary,21:00,Thursday
66.08,33,46868.53,191.82,Focused coherent success,Male,Vanuatu,2016-03-24 06:36:00,0,Oceania,Vanuatu,06:00,Thursday
74.54,42,57868.44,158.35,Enhanced optimizing website,Female,Rwanda,2016-05-19 14:30:00,1,Africa,Rwanda,14:00,Thursday
82.07,43,73538.09,157.04,Focused coherent success,Male,Turkey,2016-04-03 21:13:00,1,Asia,Turkey,21:00,Sunday
59.05,50,43974.49,123.13,Function-based context-sensitive secured line,Female,Northern Mariana Islands,2016-06-18 22:31:00,1,Oceania,United States of America,22:00,Saturday
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,Female,Algeria,2016-03-18 13:22:00,0,Africa,Algeria,13:00,Friday
54.43,28,53431.35,111.59,Total directional approach,Male,Liberia,2016-05-08 22:24:00,1,Africa,Liberia,22:00,Sunday
76.24,41,64828.0,158.42,Synergistic reciprocal attitude,Male,Honduras,2016-05-13 11:57:00,1,North America,Honduras,11:00,Friday
68.01,33,77988.71,230.95,Front-line heuristic data-warehouse,Female,Indonesia,2016-06-12 21:21:00,0,Asia,Indonesia,21:00,Sunday
43.49,37,67132.46,231.28,Vision-oriented attitude-oriented Internet solution,Female,Croatia,2016-05-21 01:36:00,0,Europe,Croatia,01:00,Saturday
39.96,25,63430.33,241.03,Synergized intangible open system,Male,Georgia,2016-03-18 13:00:00,0,Asia,Georgia,13:00,Friday
56.39,60,40468.53,193.29,Automated stable help-desk,Female,Czech Republic,2016-03-31 20:55:00,1,Europe,Czech Republic,20:00,Thursday
82.87,42,57868.44,158.35,Enhanced optimizing website,Male,Czech Republic,2016-04-06 11:24:00,1,Europe,Czech Republic,11:00,Wednesday
60.23,51,57868.44,111.94,Fully-configurable context-sensitive Graphic Interface,Male,Malta,2016-07-14 22:43:00,1,Europe,Malta,22:00,Thursday
70.29,31,59886.58,183.85,Intuitive radical forecast,Male,Hong Kong,2016-04-07 15:18:00,0,Asia,Hong Kong,15:00,Thursday
49.42,25,50506.44,241.36,Advanced modular Local Area Network,Female,Qatar,2016-01-05 20:58:00,0,Asia,Qatar,20:00,Tuesday
37.0,30,67186.54,140.15,Synergized uniform hierarchy,Male,Algeria,2016-01-05 07:52:00,0,Africa,Algeria,07:00,Tuesday
89.05,44,57868.44,158.42,Synergistic reciprocal attitude,Male,Finland,2016-07-06 23:09:00,1,Europe,Finland,23:00,Wednesday
80.3,23,52723.34,211.38,Team-oriented transitional methodology,Male,Samoa,2016-04-05 18:02:00,1,Oceania,Samoa,18:00,Tuesday
51.87,29,53431.35,221.98,Synergized coherent interface,Male,Antigua and Barbuda,2016-01-01 15:14:00,1,North America,Antigua and Barbuda,15:00,Friday
65.07,22,41851.38,236.87,Cloned explicit middleware,Female,Samoa,2016-07-13 04:10:00,0,Oceania,Samoa,04:00,Wednesday
53.92,28,67669.06,221.94,Organized global flexibility,Male,Luxembourg,2016-02-09 07:21:00,0,Europe,Luxembourg,07:00,Tuesday
78.84,35,25603.93,236.87,Profound zero administration instruction set,Female,Ukraine,2016-07-18 01:36:00,0,Europe,Ukraine,01:00,Monday
46.61,45,31092.93,234.26,Enhanced homogeneous moderator,Male,Bosnia and Herzegovina,2016-07-10 17:24:00,1,Europe,Bosnia and Herzegovina,17:00,Sunday
86.06,35,73889.99,226.54,Secured secondary superstructure,Female,Montenegro,2016-07-18 01:36:00,0,Europe,Montenegro,01:00,Monday
89.05,44,48335.2,131.72,Future-proofed fresh-thinking conglomeration,Female,Hungary,2016-01-29 03:54:00,1,Europe,Hungary,03:00,Friday
55.6,39,65953.76,154.74,Organized global flexibility,Male,Mayotte,2016-03-30 14:36:00,0,Africa,Mayotte,14:00,Wednesday
56.3,37,37334.78,109.29,Organized global flexibility,Male,Mayotte,2016-06-20 14:20:00,1,Africa,Mayotte,14:00,Monday
55.6,32,55424.24,178.92,Business-focused transitional solution,Male,Ghana,2016-01-09 03:45:00,0,Africa,Ghana,03:00,Saturday
80.3,37,53058.91,217.37,Devolved human-resource circuit,Female,Croatia,2016-03-20 07:12:00,0,Europe,Croatia,07:00,Sunday
76.58,43,56770.79,163.48,Reverse-engineered maximized focus group,Female,Bangladesh,2016-04-17 21:39:00,1,Asia,Bangladesh,21:00,Sunday
66.08,52,33951.63,186.37,Universal empowering adapter,Female,Belgium,2016-03-16 20:19:00,1,Europe,Belgium,20:00,Wednesday
44.11,40,53898.89,140.15,Upgradable optimizing toolset,Male,Palestinian Territory,2016-02-11 16:45:00,1,Asia,Palestine,16:00,Thursday
60.23,43,73538.09,198.45,Optimized upward-trending productivity,Male,Northern Mariana Islands,2016-04-03 21:13:00,1,Oceania,United States of America,21:00,Sunday
81.75,33,52736.33,120.75,Integrated leadingedge frame,Male,Vanuatu,2016-02-03 15:15:00,0,Oceania,Vanuatu,15:00,Wednesday
71.84,39,23936.86,109.29,Managed client-server access,Male,Senegal,2016-07-21 10:01:00,0,Africa,Senegal,10:00,Thursday
58.95,36,32549.95,141.52,Reactive composite project,Male,Liechtenstein,2016-01-03 16:01:00,1,Europe,Liechtenstein,16:00,Sunday
69.15,46,58966.22,191.82,Proactive actuating Graphical User Interface,Male,Switzerland,2016-06-17 20:18:00,0,Europe,Switzerland,20:00,Friday
79.52,25,50506.44,202.18,Digitized contextually-based product,Female,Albania,2016-07-08 17:14:00,0,Europe,Albania,17:00,Friday
49.21,27,57844.96,176.98,Vision-oriented methodical support,Female,Austria,2016-01-30 16:10:00,0,Europe,Austria,16:00,Saturday
79.52,25,50506.44,241.03,Pre-emptive next generation Internet solution,Female,Finland,2016-07-08 17:14:00,0,Europe,Finland,17:00,Friday
62.18,36,59593.56,115.26,Robust web-enabled attitude,Male,Indonesia,2016-04-13 07:07:00,0,Asia,Indonesia,07:00,Wednesday
88.12,25,50671.6,234.26,Up-sized maximized model,Male,United States Minor Outlying Islands,2016-01-14 16:30:00,0,North America,United States of America,16:00,Thursday
39.96,45,46197.59,174.88,Organic well-modulated database,Female,Taiwan,2016-06-29 13:35:00,0,Asia,Taiwan,13:00,Wednesday
53.68,27,66815.54,193.29,Front-line dynamic model,Male,Zimbabwe,2016-07-03 04:11:00,0,Africa,Zimbabwe,04:00,Sunday
55.6,39,65953.76,141.89,Enterprise-wide tangible model,Male,Korea,2016-06-02 21:02:00,0,Asia,South Korea,21:00,Thursday
71.03,39,38067.08,124.44,Customer-focused incremental system engine,Female,Madagascar,2016-05-08 22:24:00,1,Africa,Madagascar,22:00,Sunday
56.39,29,42760.22,153.76,Self-enabling local strategy,Female,Uganda,2016-01-05 16:26:00,1,Africa,Uganda,16:00,Tuesday
56.39,46,40468.53,193.29,Configurable tertiary capability,Female,Belgium,2016-04-06 14:16:00,1,Europe,Belgium,14:00,Wednesday
74.07,39,56180.93,207.17,Optional full-range projection,Male,American Samoa,2016-06-02 21:02:00,0,Oceania,American Samoa,21:00,Thursday
69.62,34,59785.94,160.03,Cloned explicit middleware,Female,Namibia,2016-02-27 08:52:00,0,Africa,Namibia,08:00,Saturday
65.77,42,59243.46,143.13,Robust logistical utilization,Male,Czech Republic,2016-05-13 11:57:00,1,Europe,Czech Republic,11:00,Friday
83.71,26,60315.19,131.68,Focused multi-state workforce,Male,Bosnia and Herzegovina,2016-06-10 03:56:00,0,Europe,Bosnia and Herzegovina,03:00,Friday
47.74,38,56782.18,122.04,Centralized 24hour synergy,Male,United States of America,2016-04-15 10:16:00,1,North America,United States of America,10:00,Friday
75.42,26,39132.64,228.78,Sharable reciprocal project,Male,Puerto Rico,2016-02-15 12:25:00,0,North America,Puerto Rico,12:00,Monday
59.51,30,57877.15,172.83,Synchronized systemic hierarchy,Female,Bolivia,2016-05-08 10:25:00,0,South America,Bolivia,10:00,Sunday
50.08,30,74535.94,140.46,De-engineered attitude-oriented projection,Female,Qatar,2016-02-27 13:51:00,0,Asia,Qatar,13:00,Saturday
41.73,42,60514.05,199.43,Public-key disintermediate emulation,Male,Czech Republic,2016-05-19 14:30:00,1,Europe,Czech Republic,14:00,Thursday
56.39,46,54952.42,231.95,Proactive actuating Graphical User Interface,Male,Switzerland,2016-06-17 20:18:00,0,Europe,Switzerland,20:00,Friday
75.55,36,59240.24,128.62,Extended systemic policy,Male,Zimbabwe,2016-04-04 22:00:00,0,Africa,Zimbabwe,22:00,Monday
37.0,30,58677.69,195.89,Fully-configurable foreground solution,Male,Guernsey,2016-05-08 10:25:00,0,Europe,Guernsey,10:00,Sunday
42.04,28,59448.44,161.16,Organized global flexibility,Male,Luxembourg,2016-01-23 17:39:00,0,Europe,Luxembourg,17:00,Saturday
56.16,33,40468.53,176.98,Expanded modular application,Female,Saudi Arabia,2016-01-14 08:27:00,1,Asia,Saudi Arabia,08:00,Thursday
39.96,45,31092.93,135.31,Pre-emptive next generation Internet solution,Female,Micronesia,2016-02-11 04:37:00,1,Oceania,Micronesia,04:00,Thursday
60.7,37,53058.91,129.31,Vision-oriented attitude-oriented Internet solution,Female,Belgium,2016-04-07 20:34:00,0,Europe,Belgium,20:00,Thursday
80.51,38,70582.55,206.98,Synergized clear-thinking protocol,Male,Finland,2016-01-05 20:58:00,1,Europe,Finland,20:00,Tuesday
65.56,40,62669.59,221.98,Proactive actuating Graphical User Interface,Male,Bosnia and Herzegovina,2016-01-17 18:45:00,1,Europe,Bosnia and Herzegovina,18:00,Sunday
40.17,26,74903.41,228.78,Managed client-server access,Male,Mexico,2016-01-05 16:26:00,0,North America,Mexico,16:00,Tuesday
88.04,38,57868.44,230.93,Profit-focused dedicated utilization,Female,Western Sahara,2016-04-22 02:07:00,1,Africa,Western Sahara,02:00,Friday
63.45,32,69481.85,172.83,Focused upward-trending core,Male,Latvia,2016-04-28 22:54:00,0,Europe,Latvia,22:00,Thursday
59.59,48,52736.33,167.67,Integrated coherent pricing structure,Female,Brazil,2016-07-17 01:13:00,1,South America,Brazil,01:00,Sunday
77.14,27,66815.54,178.35,Extended analyzing emulation,Female,Austria,2016-07-03 04:11:00,0,Europe,Austria,04:00,Sunday
55.6,39,65953.76,258.62,Seamless cohesive conglomeration,Male,Liechtenstein,2016-06-20 14:20:00,1,Europe,Liechtenstein,14:00,Monday
72.8,33,41547.62,191.82,Managed client-server access,Male,Vanuatu,2016-04-18 15:54:00,0,Oceania,Vanuatu,15:00,Monday
55.6,39,58287.86,141.89,Enterprise-wide tangible model,Male,French Polynesia,2016-04-07 15:18:00,0,Oceania,France,15:00,Thursday
41.73,41,27262.51,204.79,Exclusive disintermediate task-force,Female,Fiji,2016-07-09 11:18:00,0,Oceania,Fiji,11:00,Saturday
66.18,49,45632.51,124.32,Streamlined homogeneous analyzer,Female,Brunei Darussalam,2016-03-11 00:05:00,1,Asia,Brunei Darussalam,00:00,Friday
89.71,32,69481.85,221.21,Universal asymmetric workforce,Male,Saudi Arabia,2016-03-26 15:28:00,0,Asia,Saudi Arabia,15:00,Saturday
